return_id,order_items_id,order_id,customer_id,return_date,return_reason,return_status,refund_amount,approved_by,notes
544,1190,390,56,2025-01-29,Defective product,Approved,834.29,Heather Strickland,Daughter interest else water big.
545,683,35,18,2025-07-06,Damaged product,Rejected,1023.86,Valerie Phillips,It grow foreign information.
546,441,448,16,2024-11-21,Customer changed mind,Approved,2668.57,Ashley Williams,Ahead bar yet actually social walk everybody responsibility.
547,1317,447,32,2025-08-19,Damaged product,Approved,2293.08,William Brandt,Reason open you vote suffer service.
548,711,363,48,2025-08-10,Wrong item,Pending,2536.88,Kathryn Barton,Include throughout about least.
549,779,50,50,2025-06-16,Wrong item,Pending,2178.51,Kimberly Butler,Important worry design that east audience because.
550,344,157,74,2025-04-16,Customer changed mind,Pending,2302.36,Jeffrey Friedman,Common eight me fire several scientist.
551,1168,187,83,2025-07-13,Wrong item,Rejected,649.09,Alejandro Palmer,Institution change school my.
552,1119,247,94,2026-06-17,Damaged product,Rejected,3127.61,Paul Smith,Ago staff box check mother personal.
553,400,198,73,2025-06-07,Damaged product,Approved,4803.17,Catherine Ferguson,Simply tonight walk form politics.
554,757,159,91,2025-01-03,Damaged product,Rejected,2759.46,Beth Burns,Really recent democratic trade worry leave.
555,1406,487,80,2025-10-31,Damaged product,Approved,2581.41,David Patterson,Between force modern author institution.
556,1084,171,67,2025-07-02,Customer changed mind,Approved,3700.22,Melissa Baker,Left participant middle technology foreign window.
557,385,164,96,2025-11-09,Customer changed mind,Pending,2992.75,Tiffany Brown,Minute professor family take situation.
558,706,136,98,2025-04-25,Damaged product,Approved,584.23,Michael Hopkins,He for admit tough perhaps.
559,378,287,49,2026-02-17,Customer changed mind,Rejected,1268.94,Elizabeth Mcintosh,Leg country thus picture less think.
560,1329,298,89,2024-08-25,Wrong item,Rejected,1871.84,Rodney Davis,Forget always left project population himself quickly.
561,521,395,47,2025-10-20,Wrong item,Pending,1261.71,Katie Bailey,Card likely affect site.
562,1065,114,58,2026-05-11,Wrong item,Rejected,954.17,Samuel Palmer,Shake management skill ago guy.
563,143,135,48,2024-08-29,Defective product,Rejected,4812.05,Bill Fox,Quite entire purpose charge send.
564,23,329,7,2026-05-30,Damaged product,Rejected,192.97,Craig Price,During relate her try friend nothing.
565,1492,384,40,2025-06-17,Damaged product,Approved,1818.23,Autumn Martinez,Ahead fill check response they.
566,561,158,5,2026-08-07,Damaged product,Approved,266.4,Felicia Moore,Health season doctor party never.
567,316,182,84,2025-07-20,Defective product,Approved,3776.06,Frank French,Car light material dream debate decade.
568,259,171,86,2024-09-17,Customer changed mind,Approved,1820.43,Jean Lynch,Run choose hard economic ask.
569,39,386,78,2025-11-07,Defective product,Pending,3547.43,Lawrence Perez,Growth order laugh interesting help something team.
570,869,290,85,2026-03-23,Damaged product,Pending,4053.14,Carrie Crawford,Last morning ever wrong.
571,238,297,100,2026-07-22,Wrong item,Rejected,2777.17,Mario Graham,Little clear lead kind.
572,369,264,90,2026-01-21,Defective product,Pending,1000.47,Suzanne Boyd,Week as leader song.
573,1455,229,80,2024-08-26,Wrong item,Rejected,1040.11,Eric Myers,Night bad civil than heart peace beat.
574,617,353,3,2025-11-05,Damaged product,Rejected,1830.54,Tammy Peterson,Feeling know choose none artist yourself it.
575,944,53,98,2025-03-18,Defective product,Rejected,1486.75,Bryce Baker,End five us agency stock left admit ten.
576,1057,125,1,2026-02-19,Wrong item,Approved,2436.31,Heather English,Man whose whatever stock goal far.
577,1132,252,47,2026-01-18,Wrong item,Rejected,4005.28,April Freeman,Financial quickly remain people sport year.
578,756,68,5,2025-01-04,Wrong item,Rejected,2766.0,Logan Russell,Between simple cut family design significant.
579,376,494,5,2024-11-11,Wrong item,Rejected,3830.38,Roger Johnson,Nation include finish radio never.
580,267,8,49,2026-05-21,Defective product,Pending,3218.55,Amanda Barr,Listen week land seven.
581,826,465,30,2025-09-27,Damaged product,Approved,3883.49,Matthew Wells,Cut enjoy decade unit event.
582,699,103,86,2026-03-18,Wrong item,Approved,1849.29,Jennifer Williams,Try major address audience alone.
583,1348,498,94,2025-10-08,Wrong item,Pending,4176.53,Richard Hill,Set probably hundred.
584,1411,230,9,2025-07-31,Customer changed mind,Pending,3880.96,Amanda Johnson,Good natural star account sure sister boy some.
585,178,298,58,2024-12-16,Wrong item,Approved,4491.5,Anthony Estrada MD,Couple Mrs mission administration financial trial.
586,98,379,77,2025-07-03,Defective product,Approved,1039.03,Krystal Chen,Eight fire beat between candidate boy.
587,1106,336,22,2026-05-27,Wrong item,Approved,715.94,Jennifer Pope,Student teach feeling create source group thought.
588,237,433,57,2026-03-08,Defective product,Rejected,372.01,Kristin Mahoney,Bar she apply share.
589,670,444,31,2025-02-21,Damaged product,Rejected,3231.44,Kevin Briggs,Table appear small fill.
590,246,50,70,2025-08-07,Defective product,Approved,3138.83,Mark James,Strategy here finally probably.
591,1442,102,47,2024-09-18,Customer changed mind,Pending,4384.91,Theresa Perez,Image memory final.
592,587,201,73,2025-01-05,Customer changed mind,Approved,2768.64,Kimberly Orozco,Cause clearly up environmental bank book work.
593,1361,195,42,2025-12-01,Defective product,Pending,810.85,Jacqueline Woods,Southern few evening he every born.
594,226,137,60,2025-04-06,Damaged product,Rejected,3208.25,Steve Ferguson,Establish bit treat.
595,340,135,92,2024-11-24,Damaged product,Rejected,1825.01,Carlos Todd,Say police meeting everyone ever together move.
596,955,415,57,2025-01-10,Wrong item,Pending,3990.67,Zachary Meadows,Short fast who both serve yourself.
597,560,282,85,2026-03-15,Defective product,Pending,2392.07,Theresa Moore,Time box term physical around from.
598,75,163,69,2025-01-10,Damaged product,Approved,131.56,Matthew Jimenez,Federal modern staff.
599,1038,424,28,2026-01-05,Wrong item,Rejected,2539.94,Philip Navarro,Since create national call lawyer.
600,1292,455,41,2025-03-11,Wrong item,Approved,4886.45,Jennifer Bell,Visit nothing later he computer site.
601,460,292,84,2026-06-27,Customer changed mind,Approved,599.58,Amy Larsen,Dinner get discover while wonder.
602,1352,53,87,2025-09-20,Damaged product,Rejected,1197.57,Michael Jones,Report drop view control ask to after.
603,740,201,44,2025-06-29,Defective product,Approved,2980.27,Donna Holland,Range throw social.
604,366,130,36,2025-07-02,Defective product,Approved,3979.9,Jeffrey Kelly,Season unit much also least practice.
605,376,359,62,2025-03-10,Damaged product,Approved,3115.53,Jeremy Crawford,Decision individual dark yet.
606,376,102,40,2026-02-15,Customer changed mind,Pending,3216.79,William Perez,From quite meet gun.
607,572,227,10,2025-04-02,Damaged product,Approved,3561.99,Eric Henderson,Church forward watch campaign.
608,1331,5,70,2026-08-12,Customer changed mind,Rejected,3138.08,Jennifer Stafford,Employee soon other.
609,556,41,10,2026-04-20,Damaged product,Pending,1577.98,William Kennedy,Move edge out cause work customer seven.
610,880,265,27,2026-05-15,Customer changed mind,Approved,2269.62,Hannah Richardson,Lose kid attorney true build painting large.
611,500,224,15,2026-03-17,Defective product,Approved,831.15,James Barnes,Keep boy will other sister.
612,1253,240,48,2026-05-23,Defective product,Rejected,2168.7,George Carter,Case heart economic impact fly.
613,770,178,89,2026-08-06,Defective product,Pending,4778.34,Danielle Jefferson,Record sing cup market.
614,734,91,84,2026-03-30,Customer changed mind,Pending,2622.74,Laura Hunt,Show after single surface toward director.
615,169,317,13,2026-02-14,Defective product,Pending,356.35,Samuel Mcdonald,Cold recent her force national threat various himself.
616,925,418,16,2024-11-15,Damaged product,Approved,3050.72,Justin Taylor,Discover back unit office consumer.
617,1449,52,37,2026-07-01,Defective product,Pending,3745.97,Kevin Shaw,Worry artist final amount again teacher.
618,777,85,67,2025-04-12,Defective product,Approved,4610.18,Jesse Nelson,Thousand send miss mind.
619,1289,459,75,2024-11-03,Customer changed mind,Approved,3092.6,Krystal Vasquez,True full your performance natural oil.
620,861,471,81,2026-01-16,Damaged product,Pending,3564.11,Steven Butler Jr.,During commercial series risk serve.
621,1469,74,84,2026-04-10,Wrong item,Rejected,702.61,Monica Moyer,Quite fund security tell catch green.
622,240,325,12,2025-03-30,Damaged product,Rejected,2171.37,Dylan Edwards,Ago campaign onto military cultural food.
623,821,113,51,2024-08-18,Customer changed mind,Pending,2581.69,Melissa Kelly,Church compare surface organization speak benefit.
624,701,1,12,2024-09-06,Customer changed mind,Rejected,1801.58,Andrew Levine,Pattern public son.
625,934,277,84,2026-02-02,Wrong item,Pending,891.25,Nicole Price,Measure school purpose score miss.
626,47,26,100,2025-12-05,Wrong item,Approved,1787.07,Donald Vaughn II,Bag south one visit would side.
627,1257,165,47,2026-03-07,Customer changed mind,Pending,786.53,Donald Day,Thing receive detail.
628,966,375,2,2025-09-01,Defective product,Rejected,2390.92,Robert Fowler,Since trouble party machine hour have.
629,781,494,26,2025-10-02,Damaged product,Approved,421.0,Nicholas Williams,Dinner lot him.
630,507,7,81,2025-10-31,Damaged product,Approved,2177.63,Laura Williams,Popular suddenly hit win yes see.
631,661,124,56,2024-11-09,Damaged product,Rejected,3674.15,Jessica Oliver,Standard sign whatever.
632,856,465,48,2025-07-20,Defective product,Rejected,3838.56,Shannon Brown,Write nearly street here region.
633,269,384,73,2024-11-13,Customer changed mind,Rejected,2536.76,Frank Cochran,While career ok see arm.
634,956,42,12,2025-10-09,Defective product,Pending,2733.86,Catherine Murray,Two just though themselves.
635,1217,332,16,2026-03-13,Customer changed mind,Approved,3656.75,Ashley Robinson,Responsibility can by ability foreign trade.
636,799,160,98,2025-03-13,Damaged product,Approved,2848.19,Clayton Arroyo,Here type strong cause.
637,71,352,54,2025-02-06,Damaged product,Pending,698.84,Jesse Perkins,Skill pattern specific parent carry cold.
638,945,198,32,2024-11-19,Wrong item,Rejected,4381.82,Anthony Wade,Price no great safe allow ready.
639,1055,421,10,2025-01-31,Damaged product,Pending,2801.01,Destiny Barton,Energy watch common authority always another.
640,1460,345,45,2026-03-04,Defective product,Rejected,4856.75,Tracy Wilkerson,Dark knowledge fund reflect out when majority mention.
641,492,26,45,2024-09-21,Wrong item,Approved,2947.98,Raymond Glass,Sometimes air human majority cup.
642,1227,76,95,2026-05-11,Customer changed mind,Approved,4635.98,Brianna Sharp,Poor impact skin happen.
643,739,160,72,2025-10-09,Defective product,Rejected,2993.63,Cristian Walter,Reveal television statement quality per say high would.
644,1,229,16,2025-09-20,Defective product,Rejected,1164.4,Neil Warren,Recently compare nor civil.
645,1135,178,50,2025-09-29,Customer changed mind,Approved,4021.58,Calvin Hall,Way security act choice central the focus opportunity.
646,1162,494,68,2026-05-20,Customer changed mind,Rejected,783.56,Terry Olson,Create indeed religious medical see record yeah.
647,568,86,18,2024-08-26,Defective product,Rejected,4877.07,Amanda Schroeder,Rate guess management before financial mother mind I.
648,890,324,75,2026-07-10,Wrong item,Pending,64.2,Sheryl Garza,Rise hundred rock rate thing.
649,1225,379,50,2025-10-27,Customer changed mind,Pending,312.16,Craig Woods,Able many although.
650,666,135,1,2026-04-29,Defective product,Pending,2363.34,Aaron Archer,State after concern value house maybe represent true.
651,462,157,17,2024-12-21,Damaged product,Rejected,3398.29,Keith Wright,Produce just laugh ok that type every.
652,801,211,69,2026-02-21,Customer changed mind,Pending,2049.29,Karen Thompson,Ability leave east go paper.
653,395,439,65,2025-04-25,Defective product,Pending,3534.02,Lindsey Green,Until design author first race wife spend.
654,979,283,64,2024-12-15,Defective product,Pending,1102.82,Jessica Everett,Daughter their theory source thing.
655,29,267,36,2024-09-01,Customer changed mind,Rejected,1455.52,Timothy Mora,Forget make answer join.
656,973,382,85,2026-07-16,Wrong item,Rejected,3194.06,Craig Rivas,Fast rest tough well now field.
657,941,78,86,2025-07-12,Damaged product,Pending,4799.57,Christopher Turner,Old bit nature simple detail.
658,1031,481,63,2025-09-29,Wrong item,Pending,2752.73,Jason Munoz,Join reduce I bar.
659,908,307,75,2025-12-15,Damaged product,Approved,1370.97,Spencer Bates,Factor when lead return pass become real voice.
660,591,282,21,2025-04-11,Wrong item,Rejected,4918.19,Meghan Lewis,What remember recently continue.
661,71,47,10,2025-08-12,Defective product,Approved,2256.15,Katrina Burch,Focus station save suffer share but economy professor.
662,301,279,22,2025-11-04,Defective product,Rejected,2048.03,Ryan Williams,Positive citizen could likely effort discussion.
663,1136,190,7,2026-08-12,Damaged product,Pending,4994.41,David Ward,Poor light exactly couple watch face green student.
664,313,254,26,2026-01-05,Customer changed mind,Approved,2515.44,Jennifer Lewis,Any east whole value ahead build benefit.
665,996,402,78,2024-08-22,Wrong item,Pending,1559.28,Denise Anderson,Dinner responsibility blue early.
666,948,350,52,2025-04-07,Wrong item,Pending,1800.95,Brent Anderson,Tell culture card bring herself may raise.
667,1344,196,75,2025-05-25,Wrong item,Approved,3449.77,Lindsey Taylor,Close house event so full if discover they.
668,1416,90,29,2024-12-17,Customer changed mind,Rejected,226.59,Steven Petersen,Walk Republican especially adult.
669,37,495,96,2026-03-24,Damaged product,Approved,1712.01,Matthew Garner,Threat early structure history over stop factor.
670,933,198,91,2026-06-17,Defective product,Pending,1876.17,Thomas Whitaker,Apply effect accept couple.
671,1252,119,67,2025-05-25,Customer changed mind,Rejected,3706.83,Stephen Knight Jr.,True likely professor little get become.
672,445,247,62,2025-01-15,Damaged product,Pending,2502.21,Dennis Pena,Either century attention.
673,275,327,1,2025-10-31,Customer changed mind,Approved,1449.95,Kevin Green,Return lawyer hope human certainly.
674,943,15,19,2025-03-30,Damaged product,Pending,2436.09,Jamie Cantu,Administration media relate when she property Democrat power.
675,729,417,56,2026-05-30,Wrong item,Rejected,4396.12,Donald Perkins,Difference fish for hotel.
676,1447,366,79,2025-11-17,Damaged product,Rejected,4450.3,Daniel Stuart,Heavy require tonight question large fall.
677,1299,238,91,2026-03-09,Damaged product,Rejected,1411.95,Alisha Bell,Play old six air free condition.
678,1211,404,26,2025-09-30,Defective product,Rejected,3934.75,Jessica Chandler,Always church nearly where man tell interview.
679,1411,97,73,2025-02-11,Customer changed mind,Approved,1267.62,Marc Larson,Able tell record trip threat poor.
680,869,474,36,2025-10-24,Wrong item,Pending,4295.81,Suzanne Hernandez,Small community listen education decision stand number.
681,985,284,26,2025-07-23,Damaged product,Pending,1883.8,Jonathan Kim,Government political knowledge side scene.
682,1022,67,6,2025-09-26,Defective product,Pending,4568.67,Rachel Livingston,Show police vote or who especially sing character.
683,201,173,71,2025-08-24,Damaged product,Pending,3098.01,Diana Brown,Appear individual structure world.
684,948,278,41,2025-05-02,Wrong item,Approved,1853.91,Brandon Taylor,Large huge sound purpose police certain.
685,1055,19,75,2024-11-10,Defective product,Pending,3833.29,Kaylee Gonzalez,Dog company these it.
686,41,193,52,2025-02-12,Wrong item,Approved,1793.96,Megan Randall,Themselves exactly alone term best offer.
687,486,473,39,2026-02-20,Wrong item,Approved,1519.35,Angela Peterson,Tv how must call.
688,446,25,35,2025-08-31,Damaged product,Approved,2623.72,Brittany Fleming,Skin respond sense election.
689,995,56,66,2025-06-09,Customer changed mind,Approved,2955.18,Crystal Bird,Issue force full money necessary.
690,239,229,97,2026-02-14,Damaged product,Approved,950.14,Dominique Miller,Budget option actually future begin yard imagine.
691,1215,134,63,2025-08-27,Customer changed mind,Approved,62.99,Amber Hinton,Rest economic win nature.
692,872,178,38,2025-08-10,Customer changed mind,Approved,4638.48,Amy Aguilar,Case think can analysis.
693,1446,239,93,2024-11-03,Damaged product,Pending,4463.28,Erin Sanders,West environment war alone situation.
694,1321,170,64,2024-10-16,Wrong item,Approved,3608.77,Rebecca Walker,Number some recent about school finally plant.
695,154,394,60,2026-03-13,Defective product,Pending,3999.13,Bryan Miller,Opportunity I local middle note book.
696,262,232,47,2025-09-10,Defective product,Pending,4384.99,Kimberly Roberson,Many her nation first.
697,1473,491,84,2024-08-25,Customer changed mind,Pending,4969.15,Daniel Farrell,Back mouth late enter major wife.
698,831,193,20,2024-09-11,Wrong item,Pending,1447.95,Reginald Harris,Rock worry dark meet man poor knowledge.
699,1104,126,66,2025-06-28,Damaged product,Pending,3041.78,Ashley Dyer,Might however class me establish front who.
700,43,367,93,2024-11-04,Defective product,Rejected,3516.65,Nathan Crane,Forget hand pretty international huge foot across star.
701,1244,48,8,2025-08-17,Defective product,Approved,2392.69,Emily Arroyo,Charge without apply especially economic.
702,1303,253,84,2025-02-20,Customer changed mind,Rejected,1199.07,Cynthia Smith,Main yeah effect say fact.
703,812,456,9,2026-08-12,Customer changed mind,Pending,2663.61,Elaine Smith,Deal affect watch idea.
704,708,94,67,2025-03-29,Customer changed mind,Rejected,975.99,Anna Williams,Ask technology none.
705,857,83,42,2025-02-07,Damaged product,Approved,4611.76,Trevor Russell,Boy early up although training collection professor.
706,607,271,69,2026-03-08,Defective product,Rejected,877.05,Mark Briggs,Property project represent wife knowledge.
707,689,313,92,2025-08-22,Defective product,Approved,4792.64,Dylan Zamora,Three can father.
708,503,204,32,2026-07-04,Damaged product,Rejected,1949.86,Rachel Phillips,Director radio blue final attention.
709,118,339,43,2026-02-19,Customer changed mind,Rejected,1505.25,Oscar Meyer,Sell old realize pattern include.
710,892,137,55,2025-05-23,Wrong item,Pending,2643.95,Michael Trujillo,Develop it shake voice like.
711,313,33,29,2026-02-13,Damaged product,Approved,657.28,Kevin Wilson,Realize rise stay music here five.
712,303,266,47,2026-03-08,Customer changed mind,Pending,2492.17,Lauren Hughes,Establish oil choice Mrs speech national.
713,472,237,10,2025-07-27,Customer changed mind,Rejected,3740.51,Deborah Weaver,Candidate opportunity from own rise people poor.
714,244,474,81,2024-12-25,Customer changed mind,Approved,698.62,Cameron Clark,Begin meeting next century right American.
715,645,419,22,2026-03-28,Defective product,Rejected,1224.58,Richard Turner,Probably record cup computer Republican dark middle.
716,925,479,83,2025-01-23,Customer changed mind,Rejected,2473.46,Traci Rodgers,Tv lawyer take evidence professional.
717,1111,472,43,2026-04-14,Customer changed mind,Rejected,1331.73,Antonio Kemp,Its kid pattern power material stop.
718,204,92,39,2025-07-07,Damaged product,Rejected,761.41,Christian Davidson,Green then perform natural station.
719,782,44,1,2025-02-26,Damaged product,Approved,329.99,Jennifer Becker,Ball left go director hot Congress grow serve.
720,70,255,79,2025-02-17,Customer changed mind,Approved,1899.55,Ronald Wall,Myself discover grow.
721,110,57,96,2025-06-10,Wrong item,Rejected,3513.69,Brittany Butler,Land different series writer.
722,866,332,91,2026-05-12,Defective product,Pending,4069.32,Kaitlin Mcclure,Administration system there listen method unit.
723,320,243,51,2026-05-05,Defective product,Rejected,1839.63,Amanda Glass,Common society remember fall shoulder apply out.
724,1122,19,78,2026-07-27,Wrong item,Pending,157.59,Heather Erickson,Sometimes allow within question safe evidence education.
725,1448,161,15,2026-07-15,Defective product,Approved,2922.86,Steven Perry,Everything top present century box ready.
726,146,446,66,2026-05-12,Customer changed mind,Rejected,670.59,Debbie Andrade,Public chair decade effort child also water.
727,828,139,50,2025-06-30,Damaged product,Rejected,1424.4,Brian Kirk,Pressure foreign population agreement toward.
728,986,201,16,2024-08-22,Damaged product,Pending,873.15,Kimberly Ferguson,Work building case year government others.
729,1027,123,31,2026-04-12,Customer changed mind,Rejected,3375.66,Nancy Chen,Level song natural should.
730,385,253,56,2025-06-26,Wrong item,Approved,2150.87,Kirsten Perry,Recently decide natural eat cultural fill hear.
731,1384,369,9,2026-05-16,Damaged product,Rejected,4373.91,Kimberly Hunter,That fund every catch side Congress sometimes.
732,1494,15,39,2026-06-12,Customer changed mind,Approved,4846.72,Julie Black,Member sense list front look among not.
733,714,290,60,2025-05-19,Wrong item,Approved,4317.33,Randy Stewart,Catch successful produce after door table.
734,220,366,40,2026-07-31,Customer changed mind,Approved,4092.54,Beth Brown,Road her air surface.
735,814,472,83,2024-11-19,Defective product,Pending,1087.99,Molly Davis,Space suffer could own education know dark.
736,1468,244,52,2026-03-08,Wrong item,Rejected,3433.12,Mary Porter,Poor ask same same blue whom include.
737,52,468,24,2025-05-03,Defective product,Pending,479.96,Stephanie Henderson,Work from worry people measure.
738,642,494,86,2025-01-23,Damaged product,Pending,499.07,Dylan Williams,Skill identify interest.
739,560,92,1,2025-08-08,Defective product,Pending,3453.42,Riley Caldwell,Property century eye reach onto off.
740,1179,466,58,2025-10-05,Wrong item,Rejected,756.55,Christian Terry,Doctor treatment heavy war carry yes see.
741,1446,231,5,2026-06-05,Damaged product,Pending,2266.16,Susan Davis,Law only close only.
742,338,129,29,2025-07-19,Customer changed mind,Approved,593.52,Julie Smith,Her have sell cost.
743,258,1,49,2026-02-18,Defective product,Pending,2962.44,Miranda Johnson MD,Key position itself next plan let politics.
744,354,247,82,2024-08-15,Wrong item,Rejected,3905.69,Kathryn Scott,Maintain show issue send end you.
745,699,101,74,2026-07-06,Wrong item,Rejected,845.14,John Harris,They arm Republican than tough nearly growth station.
746,441,119,10,2024-09-05,Wrong item,Pending,698.15,Nicholas Hubbard,Church wish mother brother.
747,788,54,100,2026-05-21,Customer changed mind,Pending,787.83,Elizabeth Brown,Weight common book as during view phone adult.
748,544,410,47,2026-07-27,Damaged product,Rejected,3271.17,Carl Hernandez,Never understand power study.
749,328,485,51,2025-06-27,Damaged product,Pending,4765.13,Theresa Walker,Teacher instead risk truth dream friend not.
750,1277,468,42,2026-08-07,Customer changed mind,Approved,2441.13,Stephanie Reyes,Himself cup each answer.
751,1380,461,79,2026-06-07,Defective product,Pending,2531.25,Matthew Pruitt MD,Couple drive think somebody end behavior stand good.
752,1010,170,23,2025-01-15,Customer changed mind,Pending,2237.89,Bruce Garrett,Single list conference.
753,1153,334,16,2025-05-21,Defective product,Pending,1849.51,Tony Brown,Away month eight thought level huge.
754,472,66,6,2026-08-08,Wrong item,Approved,2872.19,Justin Gibson,Support quality door person sign somebody personal.
755,983,442,21,2024-12-27,Damaged product,Pending,1477.1,Brian Craig,Recently quality forget around look suddenly.
756,1228,337,60,2024-11-30,Damaged product,Pending,193.6,Tara Scott,Look five people plant country.
757,1437,368,31,2025-01-08,Defective product,Pending,1787.05,Brandon Watkins,Front policy they fight during perhaps look.
758,556,345,2,2025-09-29,Defective product,Pending,2289.61,Dr. Melissa Hernandez,Catch agent rock approach cup should media.
759,747,385,100,2025-02-01,Customer changed mind,Rejected,1086.48,Ashlee Hansen,Chance move building.
760,538,439,38,2025-10-01,Wrong item,Approved,3395.18,Nathan Martin,Pick as know popular use experience example analysis.
761,1403,363,35,2025-01-10,Damaged product,Rejected,3126.49,Casey Jenkins,Every friend free everybody notice sea happy.
762,1215,85,12,2025-11-06,Customer changed mind,Approved,4962.19,Melissa Harris,Opportunity sing or high day score.
763,742,497,9,2026-02-03,Wrong item,Rejected,4625.82,Mark Conner,Attention especially throw personal.
764,202,275,22,2026-03-18,Defective product,Pending,3245.79,Daniel Simmons,Recent card policy as thus.
765,873,316,81,2025-11-21,Wrong item,Pending,535.62,John Banks,Administration her have amount marriage radio affect.
766,1091,314,42,2025-04-07,Damaged product,Approved,3450.75,Melanie Gomez,Ever challenge clear away your name nothing.
767,1404,379,75,2025-01-06,Defective product,Approved,3996.26,Kelly Freeman,Interesting voice civil not coach.
768,1084,479,32,2025-07-23,Customer changed mind,Approved,1864.21,Thomas Ferguson,Manage before be blood little.
769,1290,496,8,2025-07-25,Wrong item,Rejected,2274.93,Brenda Mcgrath,Politics course become treatment.
770,331,254,15,2026-08-09,Wrong item,Rejected,4562.31,Taylor Burke,Sound nation develop price type.
771,1179,105,76,2025-07-24,Customer changed mind,Rejected,1189.07,Olivia Norman,Safe show drug prevent education conference your.
772,960,388,64,2025-05-29,Damaged product,Pending,3499.12,Jennifer Martinez,Federal medical body station night cover.
773,936,426,19,2026-02-11,Defective product,Rejected,2401.93,Susan Parker,Place mouth community its.
774,44,190,86,2025-07-15,Defective product,Pending,2068.53,David Johnson,Medical down any decision skin party size.
775,903,491,4,2025-03-04,Damaged product,Pending,176.94,Matthew Brown,Quite pretty none evidence hair me also.
776,779,384,96,2024-11-03,Wrong item,Rejected,2913.19,Edwin Miller,Store animal business situation.
777,363,12,79,2026-07-04,Damaged product,Approved,1002.34,Crystal Watkins,Evidence who near fire machine maybe.
778,819,477,90,2026-08-11,Wrong item,Rejected,2385.39,Anthony Lopez,Technology within range simple.
779,534,212,100,2025-01-07,Customer changed mind,Rejected,4400.32,Daniel Rodriguez,Player audience affect democratic Mr.
780,716,228,12,2024-08-31,Defective product,Approved,3159.38,Virginia Brown,Feel future close money.
781,869,497,68,2026-02-18,Customer changed mind,Pending,3648.19,Blake Gonzalez,Expect gun baby million drop security charge.
782,614,132,23,2025-12-30,Defective product,Approved,215.99,Stephanie Mcclain,Travel stay war hot.
783,456,160,62,2025-05-08,Damaged product,Pending,4606.39,Dr. Gina Scott,Play walk strategy each.
784,968,383,38,2026-05-01,Wrong item,Pending,4961.17,Juan Watson,Indicate certain ability care.
785,680,271,78,2025-10-28,Customer changed mind,Rejected,206.77,Jaime Joseph,Another board color view need bank kind.
786,697,473,82,2026-06-25,Wrong item,Rejected,1074.65,Lacey Moore,Hundred probably attention front look.
787,886,133,44,2024-12-01,Defective product,Rejected,2352.02,Janet Graham,Discover attention social science help somebody article life.
788,781,474,74,2025-07-08,Wrong item,Rejected,3392.87,Melissa Christensen,Box sport chair unit process morning.
789,837,458,84,2025-10-02,Wrong item,Approved,2809.1,Jesse Cruz,Tend another decade save record.
790,1075,444,60,2025-04-28,Defective product,Rejected,4159.84,Grant Chapman,Dog give sure.
791,513,302,46,2024-10-31,Damaged product,Approved,1221.76,Julian Humphrey,Pressure Republican number discussion lawyer section turn.
792,201,5,54,2026-05-03,Customer changed mind,Pending,4491.56,Adam Alvarado,Necessary pretty sort.
793,1220,276,37,2025-11-24,Wrong item,Pending,1566.72,Brandi White,Everyone yard plan heart.
794,643,430,56,2026-05-09,Damaged product,Rejected,3014.0,Randall Chandler,Senior window form consider skin industry out recently.
795,54,114,4,2026-07-25,Customer changed mind,Rejected,1967.32,Marissa Garcia,Research fire edge east follow Republican.
796,1120,412,30,2025-02-13,Damaged product,Approved,3244.05,Pamela Benson,Later enough floor whose nation not.
797,1414,196,41,2025-06-25,Defective product,Rejected,451.15,Kenneth Clark,Need area cut commercial certain.
798,963,476,51,2026-07-21,Defective product,Pending,3780.75,Kyle Martinez,Someone study entire certain involve including value.
799,993,11,16,2025-06-02,Damaged product,Approved,3359.67,Tracy Gonzalez,House defense bag past hold.
800,453,493,76,2026-02-20,Defective product,Approved,3842.86,Susan Patterson,Course pattern check worker party.
801,863,214,8,2025-11-06,Defective product,Rejected,766.31,James Reynolds,College this rich car away training radio idea.
802,951,213,4,2025-09-20,Damaged product,Pending,309.79,Michael Johnson,Same field possible work way would.
803,390,26,56,2026-07-06,Defective product,Rejected,4425.1,Stacy Knapp,Sing cover city or including already plan court.
804,377,351,57,2024-09-03,Customer changed mind,Pending,3193.84,Derrick Lee,Modern someone black professional.
805,464,500,61,2025-03-17,Damaged product,Approved,4361.54,Randy Owen,Activity goal crime always partner middle case.
806,1218,332,63,2025-06-17,Damaged product,Rejected,2858.2,Brandon Wright,Outside positive court manage any series.
807,332,421,55,2026-03-05,Defective product,Approved,1506.72,Stephanie Hobbs DDS,Remain quite for dark while century interesting similar.
808,465,334,45,2025-07-31,Wrong item,Approved,2632.27,Rebecca Bailey,Tell administration answer accept step strategy why.
809,771,400,79,2025-08-21,Defective product,Rejected,410.09,Jerry Powell,Economy break turn talk.
810,1494,181,73,2024-11-26,Customer changed mind,Rejected,381.26,Amanda Tucker,Second fund suggest ground support.
811,484,347,52,2026-01-01,Wrong item,Approved,1525.69,Leonard Farmer,Teacher event thousand TV window herself general.
812,718,193,69,2026-07-06,Damaged product,Rejected,3225.74,Pamela Odonnell,Choose whom main benefit score.
813,419,326,46,2025-08-09,Wrong item,Pending,3923.34,Donna Wilson,Person exist important get loss accept.
814,725,52,12,2026-02-20,Customer changed mind,Pending,4468.15,Steven Owen,More become clear detail just yes husband.
